key;date;sessionKey;statsSessionId;licenceEstPremium;androidVersion;page;composantUI;cheminNavigation;nombreCmpsCmpsntUINonDstnctVisites;nombrePages;nbUiAidesOuverts;listeFunnels;
-LyIlMpzjTns5_gwwWOp;11-1-2020 9:43:15;;-LyIkaY1WAWIXTiDFTzl;;;StationsFavoritesModal;btnFermer;;;;;
-LyIlQDNCwestL9685-e;11-1-2020 9:43:29;;-LyIkaY1WAWIXTiDFTzl;;;PrevisionsPage;btnMenu;;;;;
-LyIlQa4vN-5RRhA6xc0;11-1-2020 9:43:31;;-LyIkaY1WAWIXTiDFTzl;;;StationsFavoritesModal;btnFermer;;;;;
-LyIlkKl7wQhHywjVjGP;11-1-2020 9:44:56;;-LyIkaY1WAWIXTiDFTzl;;;PrevisionsPage;btnMenu;;;;;
-LyIlkqw7uQItujx2IgV;11-1-2020 9:44:58;;-LyIkaY1WAWIXTiDFTzl;;;StationsFavoritesModal;btnFermer;;;;;
-LyIlpIfMNDEN-6NuNY4;11-1-2020 9:45:16;;-LyIkaY1WAWIXTiDFTzl;;;PrevisionsPage;btnMenu;;;;;
-LyIlrJnv3TzEHLD0dhH;11-1-2020 9:45:24;;-LyIkaY1WAWIXTiDFTzl;;;StationsFavoritesModal;btnFermer;;;;;
-LyIm3pZN5gNW-hVfXVY;11-1-2020 9:46:20;-LyIkaZCbrbwULMauyze;-LyIkaY1WAWIXTiDFTzl;false;8.0.0;PrevisionsPage;btnMenu;app.component>TutorielPage>PrevisionsPage>StationsFavoritesModal>PrevisionsPage>StationsFavoritesModal>PrevisionsPage>StationsFavoritesModal>PrevisionsPage>StationsFavoritesModal>PrevisionsPage;21;10;0;
-LyImfAR1nv8ckss-ulo;11-1-2020 9:48:57;;-LyImfAR1nv8ckss-ulo;;;app.component;initApp;;;;;
-LyImiP_EJEjGBOLAkyI;11-1-2020 9:49:10;;-LyImfAR1nv8ckss-ulo;;;PrevisionsPage;btnGeoloc;;;;;
-LyImptLAUGnMQS230J8;11-1-2020 9:49:41;;-LyImfAR1nv8ckss-ulo;;;PrevisionsPage;btnMenu;;;;;
-LyImqTq6zIEx5lebh5V;11-1-2020 9:49:43;;-LyImfAR1nv8ckss-ulo;;;StationsFavoritesModal;btnFermer;;;;;
-LyImsf8y1xmwQTkmyzQ;11-1-2020 9:49:52;;-LyImfAR1nv8ckss-ulo;;;PrevisionsPage;barreRechSaisir;;;;;
-LyImt88Ooa6hd4g-eXS;11-1-2020 9:49:54;;-LyImfAR1nv8ckss-ulo;;;PrevisionsPage;barreRechSaisir;;;;;
-LyImuyU0Ux_QCtc-fgU;11-1-2020 9:50:2;;-LyImfAR1nv8ckss-ulo;;;PrevisionsPage;barreRechValiderLocalite;;;;;
-LyIn9YUF8eMlA2QPx-c;11-1-2020 9:51:6;;-LyImfAR1nv8ckss-ulo;;;PrevisionsPage;swipeVersVuePlanete;;;;;
-LyInIkYFOOmyjqgc8zV;11-1-2020 9:51:43;;-LyImfAR1nv8ckss-ulo;;;PrevisionsPage;rafraichMeteo;;;;;
-LyInJ_eZXttzRHFPspo;11-1-2020 9:51:47;;-LyImfAR1nv8ckss-ulo;;;PrevisionsPage;rafraichMeteo;;;;;
-LyInK8lj97iAcy2UBky;11-1-2020 9:51:49;;-LyImfAR1nv8ckss-ulo;;;PrevisionsPage;rafraichMeteo;;;;;
-LyInKfvncsJkbOqsuQ8;11-1-2020 9:51:51;-LyImfFWvGnqOVEkLZBg;-LyImfAR1nv8ckss-ulo;false;8.0.0;PrevisionsPage;rafraichMeteo;app.component>PrevisionsPage>StationsFavoritesModal>PrevisionsPage;11;3;0;
-LyInOWQcDngxBWWKS7o;11-1-2020 9:52:7;-LyInOYAjEsrOic6mfhG;-LyInOWQcDngxBWWKS7o;false;8.0.0;app.component;initApp;app.component;0;0;0;
-LyIo3VjQLqUQjY641gm;11-1-2020 9:55:3;;-LyIo3VjQLqUQjY641gm;;;app.component;initApp;;;;;
-LyIo5RD8NDXzRMHisz5;11-1-2020 9:55:11;;-LyIo3VjQLqUQjY641gm;;;PrevisionsPage;rafraichMeteo;;;;;
-LyJE5GKaTd6XjJi5xSQ;11-1-2020 11:53:8;;-LyIo3VjQLqUQjY641gm;;;PrevisionsPage;btnAjouterFavoriteAccepte;;;;;
-LyJE61jFSBBcR71AVp6;11-1-2020 11:53:12;;-LyIo3VjQLqUQjY641gm;;;PrevisionsPage;btnMenu;;;;;
-LyJE8MgYNVeHWDINxe8;11-1-2020 11:53:21;;-LyIo3VjQLqUQjY641gm;;;StationsFavoritesModal;btnFermer;;;;;
-LyJE9ao0RLopEpcHb1D;11-1-2020 11:53:26;-LyIo3XL-gqzHhtFqjdr;-LyIo3VjQLqUQjY641gm;false;8.0.0;PrevisionsPage;btnGeoloc;app.component>PrevisionsPage>StationsFavoritesModal>PrevisionsPage;5;3;0;
-LyJFZaDpkPdbHduw_Td;11-1-2020 11:59:28;;-LyJFZaDpkPdbHduw_Td;;;app.component;initApp;;;;;
-LyJFaXQFYhnnhPbMmBW;11-1-2020 11:59:36;;-LyJFZaDpkPdbHduw_Td;;;TutorielPage;btnSuivant;;;;;
-LyJFaql09nGkDFLzQ1W;11-1-2020 11:59:37;;-LyJFZaDpkPdbHduw_Td;;;TutorielPage;btnSuivant;;;;;
-LyJFbGqtpoLGFLNZ223;11-1-2020 11:59:39;;-LyJFZaDpkPdbHduw_Td;;;TutorielPage;btnSuivant;;;;;
-LyJFd4JssGScoBus9KD;11-1-2020 11:59:46;;-LyJFZaDpkPdbHduw_Td;;;TutorielPage;btnFinirTuto;;;;;
-LyJFhTAyegtnr6F9Um4;11-1-2020 12:0:4;;-LyJFZaDpkPdbHduw_Td;;;PrevisionsPage;btnGeoloc;;;;;
-LyJFm80mjvEH_1_Vl6d;11-1-2020 12:0:23;;-LyJFZaDpkPdbHduw_Td;;;PrevisionsPage;swipeVersVuePlanete;;;;;
-LyJFmamgBbJAoHp0loK;11-1-2020 12:0:25;;-LyJFZaDpkPdbHduw_Td;;;PrevisionsPage;swipeVersVuePlanete;;;;;
-LyJFpG_gkYhAgY5asj2;11-1-2020 12:0:36;;-LyJFZaDpkPdbHduw_Td;;;PrevisionsPage;swipeVersVueMeteo;;;;;
-LyJFvblQa73ZDM4tK2C;11-1-2020 12:1:2;;-LyJFZaDpkPdbHduw_Td;;;PrevisionsPage;btnMenu;;;;;
-LyJFyJWrdN46Q8dgFVh;11-1-2020 12:1:13;-LyJFZc1xxbpXvyU45CQ;-LyJFZaDpkPdbHduw_Td;false;9;StationsFavoritesModal;btnFermer;app.component>TutorielPage>PrevisionsPage>StationsFavoritesModal;10;3;0;
-LyJHdTvRt0LY1JIL09J;11-1-2020 12:8:39;-LyJHdUhUNOYqsfyPuaU;-LyJHdTvRt0LY1JIL09J;false;8.0.0;app.component;initApp;app.component;0;0;0;
-LyK-gtZ-CUBPM7ngUe4;11-1-2020 15:29:46;;-LyK-gtZ-CUBPM7ngUe4;;;app.component;initApp;;;;;
-LyK-mFlubQR4-tih40T;11-1-2020 15:30:7;;-LyK-gtZ-CUBPM7ngUe4;;;TutorielPage;btnSuivant;;;;;
-LyK-r0jSnRoOuZOSFaa;11-1-2020 15:30:27;;-LyK-gtZ-CUBPM7ngUe4;;;TutorielPage;btnFinirTuto;;;;;
-LyK-tUpMOx-v-i4_p7R;11-1-2020 15:30:37;;-LyK-gtZ-CUBPM7ngUe4;;;PrevisionsPage;btnGeoloc;;;;;
-LyK00iFnQinssJytCd8;11-1-2020 15:31:11;;-LyK-gtZ-CUBPM7ngUe4;;;PrevisionsPage;btnMenu;;;;;
-LyK04tyFyaRzainSFOJ;11-1-2020 15:31:28;;-LyK-gtZ-CUBPM7ngUe4;;;SettingsPage;btnRestaurer;;;;;
-LyK06iEIAWztMRoRjmf;11-1-2020 15:31:35;;-LyK-gtZ-CUBPM7ngUe4;;;RestaureAchetePage;btnRetourPage;;;;;
-LyK08Yd5ZMmln9yeScG;11-1-2020 15:31:43;;-LyK-gtZ-CUBPM7ngUe4;;;SettingsPage;btnRestaurer;;;;;
-LyK0DBK1fqpRKqh96mt;11-1-2020 15:32:2;;-LyK-gtZ-CUBPM7ngUe4;;;RestaureAchetePage;btnRetourPage;;;;;
-LyK0G9J-FMUV3pag2f1;11-1-2020 15:32:14;;-LyK-gtZ-CUBPM7ngUe4;;;SettingsPage;btnRetourPage;;;;;
-LyK0N0UlquBxV2Ex7aO;11-1-2020 15:32:42;;-LyK-gtZ-CUBPM7ngUe4;;;SettingsPage;btnRetourPage;;;;;
-LyK0NVYj4rTSYgRp-tV;11-1-2020 15:32:44;;-LyK-gtZ-CUBPM7ngUe4;;;StationsFavoritesModal;btnFermer;;;;;
-LyK0P9Aq54kHE3pfROQ;11-1-2020 15:32:51;;-LyK-gtZ-CUBPM7ngUe4;;;PrevisionsPage;swipeVersVuePlanete;;;;;
-LyK0Swxztq0sDDV5UOZ;11-1-2020 15:33:6;;-LyK-gtZ-CUBPM7ngUe4;;;PrevisionsPage;rafraichMeteo;;;;;
-LyK0WpW6n0qqf-xYxcS;11-1-2020 15:33:22;;-LyK-gtZ-CUBPM7ngUe4;;;PrevisionsPage;swipeVersVueMeteo;;;;;
-LyK0bxtaV3sQax4NDm5;11-1-2020 15:33:47;;-LyK-gtZ-CUBPM7ngUe4;;;PrevisionsPage;btnMenu;;;;;
-LyK0ce3L-kCvSj3mpBf;11-1-2020 15:33:50;;-LyK-gtZ-CUBPM7ngUe4;;;StationsFavoritesModal;btnFermer;;;;;
-LyK0dqDB9sbbQ1AybK_;11-1-2020 15:33:55;;-LyK-gtZ-CUBPM7ngUe4;;;PrevisionsPage;swipeVersVuePlanete;;;;;
-LyK0e2WUllPkBEJ7uDX;11-1-2020 15:33:56;-LyK-gv1Sc8pesRG1MqR;-LyK-gtZ-CUBPM7ngUe4;false;9;PrevisionsPage;swipeVersVueMeteo;app.component>TutorielPage>PrevisionsPage>SettingsPage>RestaureAchetePage>SettingsPage>RestaureAchetePage>SettingsPage>StationsFavoritesModal>PrevisionsPage>StationsFavoritesModal>PrevisionsPage;18;11;0;
-LyK6YvU29RkUx-uPeuu;11-1-2020 15:59:53;-LyK6a2LmBE5kCKaolBm;-LyK6YvU29RkUx-uPeuu;false;9;app.component;initApp;app.component;0;0;0;
-LyKbLkg9I-6IbhS9m0e;11-1-2020 18:18:46;-LyKbLlnl599sY_8X9aE;-LyKbLkg9I-6IbhS9m0e;false;8.0.0;app.component;initApp;app.component;0;0;0;
-LyKbXAqh0jkfdfd-Ws3;11-1-2020 18:19:26;;-LyKbXAqh0jkfdfd-Ws3;;;app.component;initApp;;;;;
-LyKbaXZAYtAvt2rJwuC;11-1-2020 18:19:44;;-LyKbXAqh0jkfdfd-Ws3;;;TutorielPage;btnFinirTuto;;;;;
-LyKbdBDlVqMmcvWzlct;11-1-2020 18:19:55;;-LyKbXAqh0jkfdfd-Ws3;;;PrevisionsPage;btnGeoloc;;;;;
-LyKbiJd2htKPhMbVoMu;11-1-2020 18:20:16;;-LyKbXAqh0jkfdfd-Ws3;;;PrevisionsPage;barreRechSaisir;;;;;
-LyKbiV_Oy9RUFFDyoMf;11-1-2020 18:20:16;;-LyKbXAqh0jkfdfd-Ws3;;;PrevisionsPage;barreRechSaisir;;;;;
-LyKbm7FoZ1fe_1AdxEN;11-1-2020 18:20:31;;-LyKbXAqh0jkfdfd-Ws3;;;PrevisionsPage;btnGeoloc;;;;;
-LyKbtEfDk5T5419Zdjq;11-1-2020 18:21:0;;-LyKbXAqh0jkfdfd-Ws3;;;PrevisionsPage;btnMenu;;;;;
-LyKbu2IyvuJdPRjpeKF;11-1-2020 18:21:4;;-LyKbXAqh0jkfdfd-Ws3;;;StationsFavoritesModal;btnFermer;;;;;
-LyKbuMcYpP35qrCEMdq;11-1-2020 18:21:5;;-LyKbXAqh0jkfdfd-Ws3;;;PrevisionsPage;btnMenu;;;;;
-LyKc4IRS5o6CDNm-Fm2;11-1-2020 18:21:50;;-LyKbXAqh0jkfdfd-Ws3;;;SettingsPage;btnRetourPage;;;;;
-LyKc4xkoA6Qu1TPgG0X;11-1-2020 18:21:52;;-LyKbXAqh0jkfdfd-Ws3;;;StationsFavoritesModal;btnFermer;;;;;
-LyKcE61JXZMKEk8ZFUo;11-1-2020 18:22:30;;-LyKbXAqh0jkfdfd-Ws3;;;PrevisionsPage;swipeVersVueMeteo;;;;;
-LyKcEOMv6vK7ct74DJ8;11-1-2020 18:22:31;;-LyKbXAqh0jkfdfd-Ws3;;;PrevisionsPage;swipeVersVuePlanete;;;;;
-LyKcF-Wk9PGJWNVBsl1;11-1-2020 18:22:34;;-LyKbXAqh0jkfdfd-Ws3;;;PrevisionsPage;swipeVersVueMeteo;;;;;
-LyKcGX3ZN2ckcq5chXU;11-1-2020 18:22:40;;-LyKbXAqh0jkfdfd-Ws3;;;PrevisionsPage;btnGeoloc;;;;;
-LyKcKbn950g8SPb_I0k;11-1-2020 18:22:57;;-LyKbXAqh0jkfdfd-Ws3;;;PrevisionsPage;barreRechSaisir;;;;;
-LyKcKmuBy5sgSGRPmfd;11-1-2020 18:22:57;-LyKbXC5zqcMP-lRsNf2;-LyKbXAqh0jkfdfd-Ws3;false;9;PrevisionsPage;barreRechSaisir;app.component>TutorielPage>PrevisionsPage>StationsFavoritesModal>PrevisionsPage>SettingsPage>StationsFavoritesModal>PrevisionsPage;16;7;0;
-LyL2-pTL0LH2NfOxnQ1;11-1-2020 20:19:29;;-LyL2-pTL0LH2NfOxnQ1;;;app.component;initApp;;;;;
-LyL25u5Vd3d_FDUtlJl;11-1-2020 20:19:54;;-LyL2-pTL0LH2NfOxnQ1;;;PrevisionsPage;barreRechSaisir;;;;;
-LyL2656Vb-J5D0D5RWj;11-1-2020 20:19:55;;-LyL2-pTL0LH2NfOxnQ1;;;PrevisionsPage;barreRechSaisir;;;;;
-LyL28GULxXz4yxOSS1S;11-1-2020 20:20:4;-LyL2-qkbzeq_TYqcxKB;-LyL2-pTL0LH2NfOxnQ1;false;9;PrevisionsPage;rafraichMeteo;app.component>PrevisionsPage;3;1;0;
-LyLXc3ChKQTwh1LYa31;11-1-2020 22:37:37;;-LyLXc3ChKQTwh1LYa31;;;app.component;initApp;;;;;
-LyLXeByTYW3goLDfx4a;11-1-2020 22:37:45;;-LyLXc3ChKQTwh1LYa31;;;PrevisionsPage;btnGeoloc;;;;;
-LyLXh23gF-dlagtQMQS;11-1-2020 22:37:57;;-LyLXc3ChKQTwh1LYa31;;;PrevisionsPage;barreRechSaisir;;;;;
-LyLXhDt5X6HhdYnOZyz;11-1-2020 22:37:58;;-LyLXc3ChKQTwh1LYa31;;;PrevisionsPage;barreRechSaisir;;;;;
-LyLXjqCg8xyRXZKA6ce;11-1-2020 22:38:8;;-LyLXc3ChKQTwh1LYa31;;;PrevisionsPage;btnMenu;;;;;
-LyLXk2yrWDZ54Qnn6Z6;11-1-2020 22:38:9;;-LyLXc3ChKQTwh1LYa31;;;StationsFavoritesModal;btnFermer;;;;;
-LyLXkQDdP-a4pIwtNz4;11-1-2020 22:38:11;;-LyLXc3ChKQTwh1LYa31;;;PrevisionsPage;btnMenu;;;;;
-LyLXqqhEJMxw-xD04A9;11-1-2020 22:38:37;;-LyLXc3ChKQTwh1LYa31;;;SettingsPage;btnRetourPage;;;;;
-LyLXrqnBjFfOD69VUjC;11-1-2020 22:38:41;;-LyLXc3ChKQTwh1LYa31;;;StationsFavoritesModal;btnFermer;;;;;
-LyLXvVKRxaPVN5x0hUx;11-1-2020 22:38:56;;-LyLXc3ChKQTwh1LYa31;;;PrevisionsPage;barreRechSaisir;;;;;
-LyLXwz85yCuS0FPlIr2;11-1-2020 22:39:2;;-LyLXc3ChKQTwh1LYa31;;;PrevisionsPage;barreRechSaisir;;;;;
-LyLY-QO3DGe57l7xY-7;11-1-2020 22:39:16;-LyLXc4cD84dvF_kN4S1;-LyLXc3ChKQTwh1LYa31;false;9;PrevisionsPage;barreRechSaisir;app.component>PrevisionsPage>StationsFavoritesModal>PrevisionsPage>SettingsPage>StationsFavoritesModal>PrevisionsPage;11;6;0;
